2018-09-28 06:17:14,#ToinasMakerRegresa  test me on upboard
2018-09-28 06:47:48,#ToinasMakerRegresa test again
2018-09-28 06:50:39,#ToinasMakerRegresa try me
2018-09-28 06:51:35,#ToinasMakerRegresa how about now?
2018-09-28 06:53:30,#ToinasMakerRegresa tengo sueño
2018-09-28 06:58:58,#ToinasMakerRegresa vamos!!!
2018-09-28 07:00:29,#ToinasMakerRegresa test me
2018-09-28 07:02:38,#ToinasMakerRegresa show me
2018-09-28 07:03:09,#ToinasMakerRegresa are you writing?
2018-09-28 07:09:18,#ToinasMakerRegresa
2018-09-28 18:45:13,#ToinasMakerRegresa aquí probando
2018-09-28 18:48:34,#ToinasMakerRegresa got a tweet
2018-09-28 13:49:54,"RT @OroDeLeyTributo: El lunes, otro vídeo de nuestro directo, no se lo pierdan!!!

#luismiguel #reysol #conciertoluismiguel #directo #graba…"
2018-09-28 16:16:40,"RT @OroDeLeyTributo: El lunes, otro vídeo de nuestro directo, no se lo pierdan!!!

#luismiguel #reysol #conciertoluismiguel #directo #graba…"
2018-09-28 19:13:16,#ToinasMakerRegresa otra vez
2018-10-02 19:07:30,#ToinasMakerRegresa hola
2018-10-02 19:08:39,#ToinasMakerRegresa hola de nuevo
2018-10-02 19:20:26,"RT @andreiaia: #LatinAMAs #TourFavorito 
@LatinAMAs 
Voto a #LuisMiguel @LMXLM #GiraMexicoporSiempre https://t.co/t8B14nceKf"
2018-10-02 19:20:34,"RT @andreiaia: #LatinAMAs #TourFavorito 
@LatinAMAs 
Voto a #LuisMiguel @LMXLM #GiraMexicoporSiempre https://t.co/pTDAxczafn"
2018-10-02 19:34:29,"RT @Fansdelaradio: Shows de la próxima semana del #astro de la música✨🎙✨
@LMXLM  #LuisMiguel

🔸30 Septiembre 
    #AuditorioTelmex
      Gu…"
2018-10-02 19:41:20,#ToinasMakerRegresa hola por quinta vez
2018-10-02 19:42:03,"RT @andreiaia: #LatinAMAs #TourFavorito 
@LatinAMAs 
Voto a #LuisMiguel @LMXLM #GiraMexicoporSiempre https://t.co/xLaEPS5B3I"
2018-10-02 19:42:08,"RT @andreiaia: #LatinAMAs #TourFavorito 
@LatinAMAs 
Voto a #LuisMiguel @LMXLM #GiraMexicoporSiempre https://t.co/brpF8AAHcE"
2018-10-02 19:42:12,"RT @andreiaia: #LatinAMAs #TourFavorito 
@LatinAMAs 
Voto a #LuisMiguel @LMXLM #GiraMexicoporSiempre https://t.co/fBd1JpBW7V"
2018-10-02 19:42:17,"RT @andreiaia: #LatinAMAs #TourFavorito 
@LatinAMAs 
Voto a #LuisMiguel @LMXLM #GiraMexicoporSiempre https://t.co/WwegCY8eSf"
2018-10-02 19:42:21,"RT @andreiaia: #LatinAMAs #TourFavorito 
@LatinAMAs 
Voto a #LuisMiguel @LMXLM #GiraMexicoporSiempre https://t.co/ebJaDay0n1"
2018-10-02 19:46:25,RT @ContigoalaDist: #LuisMiguel @LMXLM #GiraMexicoporSiempre #AuditorioNacional @AuditorioMx #CDMX @ocesa_pop #HoybrillaElSol https://t.co/…
2018-10-02 20:52:33,#ToinasMakerRegresa va de nuez
2018-10-02 22:57:11,#ToinasMakerRegresa test differences
2018-10-02 22:59:36,#ToinasMakerRegresa I am Toinas
2018-10-02 22:59:36,#ToinasMakerRegresa I am Toinas
2018-10-03 20:31:31,#ToinasMakerRegresa test me
2018-10-03 20:37:31,#ToinasMakerRegresa check this out
2018-10-05 18:40:31,#IMEC18 test me
2018-10-05 18:41:57,#IMEC18
2018-10-05 18:43:54,#IMEC18 testing again
2018-10-05 19:03:25,#IMEC18 testing once more
2018-10-05 19:04:42,#IMEC18 say something
2018-10-23 20:43:21,#IMEC18 test me
2018-10-23 20:47:17,#IMEC18 test again
2018-10-23 20:53:20,#IMEC18 test once more
2018-10-23 22:30:56,#IMEC18 test last time
2018-10-23 22:31:16,#IMEC18 try try yry
2018-10-23 22:31:58,#IMEC18 I am a bot
2018-10-23 22:38:38,#IMEC18 show me your work
2018-10-24 20:44:05,#IMEC18 here I am
2018-10-24 20:54:07,#HoyBrillaElSol #LuisMiguel #GiraMexicoPorSiempre #Veracruz #EstadioBeisbolBetoAvila @LMXLM @ocesa_pop… https://t.co/gjPuxeYINt
2018-10-24 21:24:42,#IMEC18 hi Helen
2018-11-02 18:27:30,#IMEC18 tweet me
2018-11-02 18:39:18,"RT @SilviaG97395446: Pero que #arte que tieneeeee❤️❤️❤️

#LuisMiguel 
#GiraMexicoPorSiempre https://t.co/zXQ8J9L9s2"
2018-11-06 21:02:00,#IMEC18 testing dataframes
2018-11-06 21:15:41,#IMEC18 now its working
2018-11-06 21:20:10,#IMEC18 Trending topic
2018-11-06 21:23:42,#IMEC18 come on you want to work
2018-11-06 21:24:05,#IMEC18 try me again
2018-11-06 21:28:24,#IMEC18 change the dataframe
2018-11-06 21:32:43,#IMEC18 this loop needs to work
2018-11-06 21:33:04,#IMEC18 Try the loop again
2018-11-06 21:36:37,#IMEC18 show me the loop
2018-11-16 21:19:43,#IMEC18 sneaky
2018-11-16 21:21:01,"RT @CZcomunicacion: #ComunicadoOficial #LuisMiguel ¡Éxito arrollador en ventas y anuncia nueva función en el Campo Argentino de Polo!

¡Con…"
2018-11-16 21:24:43,#IMEC18 sneaky a
2018-11-16 21:24:53,#IMEC18 sneaky b
2018-11-16 21:25:08,#IMEC18 sneaky c
2018-11-16 21:42:19,#IMEC18 kaboom d
2018-11-16 21:42:25,#IMEC18 kaboom e
2018-11-16 21:42:31,#IMEC18 kaboom f
2018-11-16 21:42:41,#IMEC18 sneaky ad
2018-11-16 21:43:26,#IMEC18 sneaky l
2018-11-16 21:44:58,#IMEC18 sneaky af
2018-11-16 21:46:58,#IMEC18 kaboom ek
2018-11-16 21:47:04,#IMEC18 kaboom ej
2018-11-16 21:47:12,#IMEC18 sneaky ae
2018-11-16 21:48:07,#IMEC18 kaboom j
2018-11-16 21:48:15,#IMEC18 sneaky pe
2018-11-16 21:48:29,#IMEC18 sneaky ne
2018-11-16 21:49:06,#IMEC18 dropin gh
2018-11-16 21:49:15,#IMEC18 dropin j
2018-11-16 21:50:26,#IMEC18 kaboom er
2018-11-16 21:50:35,#IMEC18 kaboom ert
2018-11-16 21:50:46,#IMEC18 sneaky are
2018-11-16 21:51:06,#IMEC18 dropin jkasd
2018-11-16 21:54:56,#IMEC18 kaboom easd12
2018-11-16 21:55:01,#IMEC18 kaboom easd85
2018-11-16 21:55:09,#IMEC18 sneaky easd654
2018-11-16 21:55:23,#IMEC18 dropin easd
2018-11-20 16:16:43,#IMEC18 spy z
2018-11-20 16:16:49,#IMEC18 spy y
2018-11-20 16:17:00,#IMEC18 sneaky zs
2018-11-20 16:17:35,#IMEC18 kaboom 1a
2018-11-20 16:18:09,#IMEC18 dropin a2
2018-11-20 16:19:58,"RT @ClubDeFansElSo1: ... No conoce el Amor 🎶
#LuisMiguel  #LatinGrammys #LasSolecitas #La100 #GiraMexicoPorSiempre @LauriaProd @warnermusic…"
2018-11-20 16:21:36,#IMEC18 kaboom 1v
2018-11-20 16:22:34,#IMEC18 kaboom easd85
2018-11-20 16:22:54,#IMEC18 drop
2018-11-20 16:24:04,#IMEC18 drop in
2018-11-20 16:24:06,#IMEC18 kaboom easd87
2018-11-20 16:24:11,#IMEC18 kaboom easd86
2018-11-20 16:25:08,#IMEC18 kaboom easd88
2018-11-20 16:25:08,#IMEC18 sneaky
2018-11-20 16:25:13,#IMEC18 kaboom easd856
2018-11-20 16:25:21,#IMEC18 kaboom easd87asd
2018-11-20 16:25:22,#IMEC18 sneaky 1
2018-11-20 16:26:26,#IMEC18 sneaky 2
2018-11-20 16:28:07,#IMEC18 kaboom easd87546
2018-11-20 16:29:09,#IMEC18 kaboom easd87123231
2018-11-20 16:30:45,#IMEC18 kaboom easd87231564
2018-11-20 16:31:24,#IMEC18 kaboom easd87 asjhdk
2018-11-20 16:38:58,#IMEC18 kaboom 987456321
2018-11-20 16:45:12,#IMEC18 kaboom calm me
2018-11-20 16:47:52,#IMEC18 kaboom test my patience
2018-11-20 16:48:30,#IMEC18 test my patience again
2018-11-20 16:49:54,#IMEC18 kaboom 81 test my patience
2018-11-20 16:54:46,#IMEC18 kaboom scrolls
2018-11-20 17:24:55,#IMEC18 kaboom surprise me
2018-11-20 17:27:10,#IMEC18 kaboom tell me whats up
2018-11-20 17:29:43,#IMEC18 kaboom tell me you work
2018-11-20 17:30:56,#IMEC18 kaboom you rock
2018-11-20 17:49:01,#IMEC18 kaboom be ready
2018-11-20 17:49:24,#IMEC18 test me again213541
2018-11-20 17:49:57,#IMEC18 kaboom test me back 6541654654
2018-12-03 05:20:09,#IMEC18 sneaky
2018-12-03 05:20:43,#IMEC18 drop-in
2018-12-03 05:21:36,#IMEC18 kaboom
2018-12-03 05:41:55,#IMEC18 sneaky testing
2018-12-03 05:43:16,#IMEC18 drop in
